,4b5f35d0-f60f-4dbf-8ea9-bf0fcb9fbb6a,48e467ca-6f84-40e8-8023-d98c2f40ec42,7518e852-5da2-4ef4-ac7c-be96b193724f,a3078d2f-4d1f-40ec-ae2e-7f5b719066b7,188ac0f0-93de-4465-b8ed-2239e2587132,7c593fe1-5baa-4581-8685-d872642be81a,59afaefe-d231-4c3f-97f5-0de576b9b432,4c61a61c-677d-45b1-a60b-5e547b6cf83a,e340b0fa-be40-48e5-b638-c0ea63f80456,a3ee5b3f-b19a-4740-9019-8e1f3ee9fdfe,fcdd24c3-74d4-43a1-b9d5-13dc79720a2c,7dddf63c-dbc0-4b2a-8821-b74f3dcce97a,1b6ea12f-6785-4532-b058-b17043d95f0f,04cdc51f-98d6-4517-8b21-a38141da6531,b0ceaba6-7ee6-41d4-877e-495aad15a4d6,5cdfd7ba-dc62-4c64-a2d2-7bfee1c0efb2,43627cfe-2aec-419f-bd69-93d01e85cfb7,0ef801a5-fe1c-404a-8f96-7eb08bde5bcd,4f80bd1e-e7dc-4bd5-929e-a0c33a9883e8,950d5686-0187-4514-a06f-6a92f547156e,0ed09956-c68d-4282-9812-2f02eb95bff7,5c4db8ca-e123-4caa-afd9-5bc8b3ccce2f,fd6b8e6c-47c6-4fc0-814a-52f978b9407a,342968a2-4e08-4886-94b1-daede0fd7542,989e48c7-3c73-4f68-9f7a-e0bde14fc3d3,e6ad56f4-853c-4a6d-bd3d-faabe546361e,47307512-8b75-49ff-9585-9cfd35a4c8b6,2d73d8ae-3e2a-46de-a46c-1d6d7a5a08f7,c2d88610-d9bc-42a1-a374-e30d74710abe,601e98c4-d3c8-448a-bb34-fb67c7f47a20,bfa1b48e-78ae-4f56-93d8-1eeb35e84bba,9889fbe2-6513-4d06-a275-aa3d508e2c25,9ab5c76e-3c9d-42a9-84d3-94af9638d815,fc2fc56b-bd3d-4795-ace7-6de074db2e90,d21be9a8-c8e6-4a26-b13c-06f443d50df9,28cc47e3-c562-45e5-8fd4-6819e6cd6c65,0d478ca8-6d3e-4f09-a315-f4dcc0264bf6,07deb106-4b45-4e25-8c84-fce6a263eab8,c84bd17e-eb24-4754-8f5e-ecbde16f7d4e,711630c3-610b-4a8e-9478-4eeb40ae933a,da1993ec-e8f6-46cb-a955-858da98d2f97,91b8f716-dcc4-4e8b-b011-39edbb011827,65338133-f47f-45f5-825e-5b9c45ce13d9,41957be1-9839-493b-a362-5d04fc080767,2cb76270-ae98-4c6f-9e5f-1fe17ce6ce2b,3b3ed463-3314-4859-bc71-f86934be9020,2eca7a6c-41da-4d9e-8a2d-65b2c3cdc27e,6013131b-db47-4898-ba49-f9d143a2ef82,62f8f76b-5121-4240-a44b-74512926fdd8,1a9f11ca-2647-424e-b8c3-f7bd2c6c3cfa,df9d87ac-c090-4033-9c2d-b157352f39c0,d2903b7a-a5d8-40c5-9d07-d6e17f3a8fcd,b9070501-5d5b-4b27-9a76-1b9e4c09385c,71da602c-6e5b-4cc8-b894-bdd8d0ba0800,90700816-edd9-4a57-a101-551177eb9783,6dc96314-98f7-494e-bc0c-343a075f6841,52e14fdf-4225-4674-bdf5-906e40482d48,61b561a0-aebc-49d9-a6b2-e89bf3b96a5d,173a58c5-80f7-40cb-ac6e-0bd44a59a448,c2d59a31-b606-4f5d-8388-8ae302fa0360,d6576a8c-36d5-4f01-aa85-6b35fe248145,d39ccd3e-7ae6-4364-a783-0acb96476c6f,db197a9e-f5bf-4b3b-a38b-25549b795bc0,5e7a56d5-2b26-47c2-9ce5-649dab2cc1bb,64e155d8-57ca-4e68-9277-78db7c84c139,053bffc1-c364-4a12-b363-b036dd90aba8,b3c41ef8-c94f-4d18-8252-1aa006477aa4,ff71686d-6370-42df-9bfb-a50465463833,2a564608-eac8-4f39-81f9-8b5f96fbae47,154acca1-59c9-4f3c-917b-a101d154c680,8ba665c6-a703-4fd6-b708-1dd787f469e5,52da50c2-1aaf-46fc-b63a-380e908ee4c9,68bad8d6-5c20-4a6e-bb7c-ede3b5a89d99,dfa1e265-49bf-4cfb-b019-a9110a2f645e,bb3d2294-bdcd-473e-8caa-a4fabf646e6f,aa7063ee-0734-4033-9db2-fb9210c87c18,2dee53a5-e295-4ea6-9658-d29053dd3fe4,b5af0fc0-c4a6-4f7a-b9dd-a164fd7bed27,025bca5f-7008-4acf-8c67-4a4b23250b98,bec5f5b4-a402-41c8-987a-2c76c6cb068e
e37f0d2c-449a-46a7-9aec-5279c8491a9a,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,-10,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000
34bdf4e0-2e2a-485b-8604-095b5c41f2ea,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000,1000,1000,-5,1000,-10,1000,0,1000,1000,1000,1000,1000,1000,1000
c963e3cb-3a8a-414f-b8bc-22c895f70e02,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30,1000,1000,-100,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-30
e7d182b2-ea74-448e-b1cf-6b1580d6da8d,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-30,-100,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000
46ae56b2-a64d-498a-b809-9cdeb65b732b,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000,-100,-30,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,1000,1000
209b1752-56ec-4630-b3cb-40698cad5c04,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
a3eb4fb5-021e-4c91-b9a0-c0e5da8e6c61,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,1000,-30,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10
909dd6ab-eee4-445d-bc07-e9f5c1cecbb9,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,-30,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
4300be18-89ed-466a-9c19-3b91abd155f7,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,0,1000,-10
fc6ca249-3f63-46c3-bbbc-2020ef1ba08e,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-10
c5480fc6-48bd-4f17-a1af-455f109affec,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000,-5,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-100,1000
c8b898bc-4f8e-4a80-9e6b-9d1f7a34e7a2,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,-100,1000,1000,1000,-10,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30
ddb6b964-8449-4426-b4d1-fce5a3c9f903,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000,-100,1000,1000,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-10,1000
50bfe171-05ab-4ab4-b9c6-0e77f53b7b38,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,1000,-100,-5,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000
4c787cc1-8674-401d-a53d-929440774d0b,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,-5,1000,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000
27c2b720-fd84-4d6e-a144-90b3883649c0,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,-5,1000,-30,1000,1000,1000,1000,-10,1000,1000
1c87f8f0-2011-47ae-8e91-1cf0e1551bf9,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
dce8d979-2c5d-4809-8683-3ce85c679906,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,-30
912bb14a-3da9-48e8-b7d9-9cea4486edcd,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000
1d7daf83-47a5-418c-8653-e3978ef5a7cd,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30,0,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,-30
cd437f80-cbca-40bd-9e47-d2b4cc0d0639,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000,-10,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,-5,1000
47b7c8e3-6e14-49e3-ba9e-878f1dfec49f,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,-10,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000
18d04430-fa2c-4605-b3ba-9dc1130949e4,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,-5
39e4dc4f-ac11-485f-9598-4445e8d2ca61,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,-10,1000,-30,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000
e8e8e898-8ce1-4b01-a1fe-e4441d38cd16,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100,-10,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-100
b3fca29e-1f29-47da-9a20-8f023b474cfe,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000,-30,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,0,1000,1000
f3cbd683-c768-447f-a992-c0d7793dd3f0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,-30,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0
80b02317-5353-4d64-819d-b7546f0920ea,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,-100,1000,1000
3aade1e8-3fc4-40cf-9045-2c3cd0abc934,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-10,0,1000,1000,1000,1000,-100,1000
490a7be5-944d-4d46-b9d3-18ba31243b2f,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,0,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5
ff2c9925-67ed-4ad5-84f8-0214a26ea4bd,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,1000,-5,1000
24859298-0c91-4d4a-99e8-f47a04a22a14,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10,-100,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,1000,1000,1000,-30,-10
ed5673a6-0d5f-4711-824e-2b48cda2029a,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,-100,1000
8d489509-9c3f-44ce-9a2e-9e0729b75999,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,1000,1000,1000,-5,1000,1000,0,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000
15092b44-15d1-4c80-b9e3-31840145dbdc,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5,0,1000,1000,-30,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,-5
e4fbfcc7-4f4d-45a2-8db4-f673f136f489,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,1000,-5,1000,1000
43a0f0bc-1af2-4a77-a55f-d1358754f5df,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000,-100,1000,1000,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-10,1000
680ba2a0-9245-46dc-99cb-10bc44bdcf75,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000,1000,1000,1000,-30,1000,1000,0,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,1000,-100,1000
27723e18-d20b-476a-a919-963470828f5a,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-30,1000,1000
4c029155-6576-46bb-a929-94d9dcad55fc,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,0,1000,1000,-30,1000,-10
c1f6d60c-2642-4193-ac1d-392d7d47e55e,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000
6d3afe8a-2e0f-4269-be74-b5f33418804c,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000,-30,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,0,1000,1000
3434e403-1806-4b29-8669-3130356d4a45,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5,1000,-100,0,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-5
245cbfa3-db2b-47c4-9a31-5ebdc9597720,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,-100,1000,-30,1000,-10,1000,1000,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000
